state_name,district_name,disability_type,age_lower,age_upper,Male_count,female_count,total
Jharkhand,Giridih,Low Vision,0,6,2,0,2
Jharkhand,Giridih,Low Vision,6,15,37,34,71
Jharkhand,Giridih,Low Vision,15,35,128,67,195
Jharkhand,Giridih,Low Vision,35,60,123,51,174
Jharkhand,Giridih,Low Vision,60,80,19,8,27
Jharkhand,Giridih,Low Vision,80,100,2,0,2
Gujarat,Gir Somnath,Low Vision,0,6,2,2,4
Gujarat,Gir Somnath,Low Vision,6,15,37,26,63
Gujarat,Gir Somnath,Low Vision,15,35,89,43,132
Gujarat,Gir Somnath,Low Vision,35,60,36,7,43
Gujarat,Gir Somnath,Low Vision,60,80,14,2,16
Gujarat,Gir Somnath,Low Vision,80,100,1,0,1
Uttar Pradesh,Ghazipur,Low Vision,0,6,0,2,2
Uttar Pradesh,Ghazipur,Low Vision,6,15,60,43,103
Uttar Pradesh,Ghazipur,Low Vision,15,35,616,329,945
Uttar Pradesh,Ghazipur,Low Vision,35,60,426,222,648
Uttar Pradesh,Ghazipur,Low Vision,60,80,91,36,127
Uttar Pradesh,Ghazipur,Low Vision,80,100,5,0,5
Uttar Pradesh,Ghaziabad,Low Vision,0,6,0,3,3
Uttar Pradesh,Ghaziabad,Low Vision,6,15,21,7,28
Uttar Pradesh,Ghaziabad,Low Vision,15,35,80,50,130
Uttar Pradesh,Ghaziabad,Low Vision,35,60,46,36,82
Uttar Pradesh,Ghaziabad,Low Vision,60,80,23,8,31
Uttar Pradesh,Ghaziabad,Low Vision,80,100,3,1,4
Bihar,Gaya,Low Vision,6,15,26,18,44
Bihar,Gaya,Low Vision,15,35,125,41,166
Bihar,Gaya,Low Vision,35,60,43,13,56
Bihar,Gaya,Low Vision,60,80,4,1,5
Bihar,Gaya,Low Vision,80,100,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,Low Vision,0,6,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,Low Vision,6,15,5,8,13
Uttar Pradesh,Gautam Buddha Nagar,Low Vision,15,35,33,16,49
Uttar Pradesh,Gautam Buddha Nagar,Low Vision,35,60,41,14,55
Uttar Pradesh,Gautam Buddha Nagar,Low Vision,60,80,12,1,13
Uttar Pradesh,Gautam Buddha Nagar,Low Vision,80,100,1,0,1
Chhattisgarh,Gaurella Pendra Marwahi,Low Vision,6,15,2,1,3
Chhattisgarh,Gaurella Pendra Marwahi,Low Vision,15,35,2,2,4
Chhattisgarh,Gaurella Pendra Marwahi,Low Vision,35,60,0,3,3
Chhattisgarh,Gariyaband,Low Vision,0,6,5,5,10
Chhattisgarh,Gariyaband,Low Vision,6,15,51,36,87
Chhattisgarh,Gariyaband,Low Vision,15,35,87,41,128
Chhattisgarh,Gariyaband,Low Vision,35,60,43,25,68
Chhattisgarh,Gariyaband,Low Vision,60,80,12,10,22
Chhattisgarh,Gariyaband,Low Vision,80,100,0,1,1
Jharkhand,Garhwa,Low Vision,0,6,0,1,1
Jharkhand,Garhwa,Low Vision,6,15,24,20,44
Jharkhand,Garhwa,Low Vision,15,35,71,43,114
Jharkhand,Garhwa,Low Vision,35,60,64,36,100
Jharkhand,Garhwa,Low Vision,60,80,10,3,13
Odisha,Ganjam,Low Vision,0,6,8,7,15
Odisha,Ganjam,Low Vision,6,15,238,126,364
Odisha,Ganjam,Low Vision,15,35,860,447,1307
Odisha,Ganjam,Low Vision,35,60,1001,658,1659
Odisha,Ganjam,Low Vision,60,80,326,181,507
Odisha,Ganjam,Low Vision,80,100,11,5,16
Sikkim,Gangtok,Low Vision,6,15,6,8,14
Sikkim,Gangtok,Low Vision,15,35,32,20,52
Sikkim,Gangtok,Low Vision,35,60,21,27,48
Sikkim,Gangtok,Low Vision,60,80,5,3,8
Rajasthan,Ganganagar,Low Vision,0,6,0,1,1
Rajasthan,Ganganagar,Low Vision,6,15,17,17,34
Rajasthan,Ganganagar,Low Vision,15,35,140,73,213
Rajasthan,Ganganagar,Low Vision,35,60,122,55,177
Rajasthan,Ganganagar,Low Vision,60,80,30,9,39
Rajasthan,Ganganagar,Low Vision,80,100,5,3,8
Gujarat,Gandhinagar,Low Vision,0,6,1,0,1
Gujarat,Gandhinagar,Low Vision,6,15,3,4,7
Gujarat,Gandhinagar,Low Vision,15,35,22,10,32
Gujarat,Gandhinagar,Low Vision,35,60,7,0,7
Gujarat,Gandhinagar,Low Vision,80,100,1,0,1
Jammu And Kashmir,Ganderbal,Low Vision,0,6,1,2,3
Jammu And Kashmir,Ganderbal,Low Vision,6,15,23,19,42
Jammu And Kashmir,Ganderbal,Low Vision,15,35,84,84,168
Jammu And Kashmir,Ganderbal,Low Vision,35,60,98,67,165
Jammu And Kashmir,Ganderbal,Low Vision,60,80,12,11,23
Jammu And Kashmir,Ganderbal,Low Vision,80,100,2,0,2
Odisha,Gajapati,Low Vision,0,6,8,7,15
Odisha,Gajapati,Low Vision,6,15,75,66,141
Odisha,Gajapati,Low Vision,15,35,247,206,453
Odisha,Gajapati,Low Vision,35,60,552,420,972
Odisha,Gajapati,Low Vision,60,80,277,216,493
Odisha,Gajapati,Low Vision,80,100,15,8,23
Maharashtra,Gadchiroli,Low Vision,0,6,2,6,8
Maharashtra,Gadchiroli,Low Vision,6,15,53,42,95
Maharashtra,Gadchiroli,Low Vision,15,35,146,72,218
Maharashtra,Gadchiroli,Low Vision,35,60,146,76,222
Maharashtra,Gadchiroli,Low Vision,60,80,31,17,48
Maharashtra,Gadchiroli,Low Vision,80,100,0,1,1
Karnataka,Gadag,Low Vision,0,6,4,3,7
Karnataka,Gadag,Low Vision,6,15,75,68,143
Karnataka,Gadag,Low Vision,15,35,372,199,571
Karnataka,Gadag,Low Vision,35,60,453,236,689
Karnataka,Gadag,Low Vision,60,80,131,38,169
Karnataka,Gadag,Low Vision,80,100,5,1,6
Uttar Pradesh,Firozabad,Low Vision,0,6,0,2,2
Uttar Pradesh,Firozabad,Low Vision,6,15,28,18,46
Uttar Pradesh,Firozabad,Low Vision,15,35,210,69,279
Uttar Pradesh,Firozabad,Low Vision,35,60,169,56,225
Uttar Pradesh,Firozabad,Low Vision,60,80,54,19,73
Uttar Pradesh,Firozabad,Low Vision,80,100,1,1,2
Punjab,Ferozepur,Low Vision,0,6,2,2,4
Punjab,Ferozepur,Low Vision,6,15,26,16,42
Punjab,Ferozepur,Low Vision,15,35,57,39,96
Punjab,Ferozepur,Low Vision,35,60,47,22,69
Punjab,Ferozepur,Low Vision,60,80,12,3,15
Punjab,Ferozepur,Low Vision,80,100,1,0,1
Punjab,Fazilka,Low Vision,0,6,5,5,10
Punjab,Fazilka,Low Vision,6,15,49,46,95
Punjab,Fazilka,Low Vision,15,35,184,109,293
Punjab,Fazilka,Low Vision,35,60,181,66,247
Punjab,Fazilka,Low Vision,60,80,47,6,53
Punjab,Fazilka,Low Vision,80,100,4,1,5
Uttar Pradesh,Fatehpur,Low Vision,6,15,26,24,50
Uttar Pradesh,Fatehpur,Low Vision,15,35,188,89,277
Uttar Pradesh,Fatehpur,Low Vision,35,60,275,113,388
Uttar Pradesh,Fatehpur,Low Vision,60,80,159,35,194
Uttar Pradesh,Fatehpur,Low Vision,80,100,5,1,6
Punjab,Fatehgarh Sahib,Low Vision,0,6,1,1,2
Punjab,Fatehgarh Sahib,Low Vision,6,15,19,12,31
Punjab,Fatehgarh Sahib,Low Vision,15,35,70,45,115
Punjab,Fatehgarh Sahib,Low Vision,35,60,98,35,133
Punjab,Fatehgarh Sahib,Low Vision,60,80,35,10,45
Punjab,Fatehgarh Sahib,Low Vision,80,100,1,0,1
Haryana,Fatehabad,Low Vision,0,6,1,3,4
Haryana,Fatehabad,Low Vision,6,15,16,8,24
Haryana,Fatehabad,Low Vision,15,35,61,27,88
Haryana,Fatehabad,Low Vision,35,60,51,16,67
Haryana,Fatehabad,Low Vision,60,80,7,2,9
Haryana,Fatehabad,Low Vision,80,100,0,1,1
Uttar Pradesh,Farrukhabad,Low Vision,0,6,2,2,4
Uttar Pradesh,Farrukhabad,Low Vision,6,15,33,17,50
Uttar Pradesh,Farrukhabad,Low Vision,15,35,191,127,318
Uttar Pradesh,Farrukhabad,Low Vision,35,60,312,141,453
Uttar Pradesh,Farrukhabad,Low Vision,60,80,173,66,239
Uttar Pradesh,Farrukhabad,Low Vision,80,100,10,5,15
Punjab,Faridkot,Low Vision,0,6,2,0,2
Punjab,Faridkot,Low Vision,6,15,22,13,35
Punjab,Faridkot,Low Vision,15,35,60,28,88
Punjab,Faridkot,Low Vision,35,60,58,26,84
Punjab,Faridkot,Low Vision,60,80,26,12,38
Punjab,Faridkot,Low Vision,80,100,4,0,4
Haryana,Faridabad,Low Vision,6,15,1,1,2
Haryana,Faridabad,Low Vision,15,35,3,2,5
Haryana,Faridabad,Low Vision,35,60,3,0,3
Haryana,Faridabad,Low Vision,60,80,1,0,1
Uttar Pradesh,Etawah,Low Vision,0,6,2,0,2
Uttar Pradesh,Etawah,Low Vision,6,15,7,5,12
Uttar Pradesh,Etawah,Low Vision,15,35,71,23,94
Uttar Pradesh,Etawah,Low Vision,35,60,75,37,112
Uttar Pradesh,Etawah,Low Vision,60,80,37,9,46
Uttar Pradesh,Etawah,Low Vision,80,100,3,1,4
Uttar Pradesh,Etah,Low Vision,6,15,2,1,3
Uttar Pradesh,Etah,Low Vision,15,35,46,15,61
Uttar Pradesh,Etah,Low Vision,35,60,39,16,55
Uttar Pradesh,Etah,Low Vision,60,80,20,3,23
Uttar Pradesh,Etah,Low Vision,80,100,3,1,4
Tamil Nadu,Erode,Low Vision,0,6,0,2,2
Tamil Nadu,Erode,Low Vision,6,15,33,18,51
Tamil Nadu,Erode,Low Vision,15,35,77,64,141
Tamil Nadu,Erode,Low Vision,35,60,163,100,263
Tamil Nadu,Erode,Low Vision,60,80,71,40,111
Tamil Nadu,Erode,Low Vision,80,100,4,2,6
Kerala,Ernakulam,Low Vision,6,15,12,9,21
Kerala,Ernakulam,Low Vision,15,35,113,71,184
Kerala,Ernakulam,Low Vision,35,60,173,104,277
Kerala,Ernakulam,Low Vision,60,80,107,61,168
Kerala,Ernakulam,Low Vision,80,100,6,5,11
Meghalaya,Eastern West Khasi Hills,Low Vision,6,15,4,2,6
Meghalaya,Eastern West Khasi Hills,Low Vision,15,35,8,10,18
Meghalaya,Eastern West Khasi Hills,Low Vision,35,60,1,4,5
Meghalaya,Eastern West Khasi Hills,Low Vision,60,80,3,0,3
Meghalaya,Eastern West Khasi Hills,Low Vision,80,100,0,1,1
Jharkhand,East Singhbum,Low Vision,6,15,5,2,7
Jharkhand,East Singhbum,Low Vision,15,35,50,34,84
Jharkhand,East Singhbum,Low Vision,35,60,52,25,77
Jharkhand,East Singhbum,Low Vision,60,80,11,6,17
Jharkhand,East Singhbum,Low Vision,80,100,2,0,2
Arunachal Pradesh,East Siang,Low Vision,6,15,4,0,4
Arunachal Pradesh,East Siang,Low Vision,15,35,7,8,15
Arunachal Pradesh,East Siang,Low Vision,35,60,5,0,5
Madhya Pradesh,East Nimar,Low Vision,0,6,0,1,1
Madhya Pradesh,East Nimar,Low Vision,6,15,13,18,31
Madhya Pradesh,East Nimar,Low Vision,15,35,226,116,342
Madhya Pradesh,East Nimar,Low Vision,35,60,222,93,315
Madhya Pradesh,East Nimar,Low Vision,60,80,85,37,122
Madhya Pradesh,East Nimar,Low Vision,80,100,11,1,12
Meghalaya,East Khasi Hills,Low Vision,0,6,0,1,1
Meghalaya,East Khasi Hills,Low Vision,6,15,11,17,28
Meghalaya,East Khasi Hills,Low Vision,15,35,42,41,83
Meghalaya,East Khasi Hills,Low Vision,35,60,28,23,51
Meghalaya,East Khasi Hills,Low Vision,60,80,8,5,13
Meghalaya,East Khasi Hills,Low Vision,80,100,3,2,5
Arunachal Pradesh,East Kameng,Low Vision,15,35,8,4,12
Arunachal Pradesh,East Kameng,Low Vision,35,60,3,1,4
Meghalaya,East Jaintia Hills,Low Vision,0,6,1,3,4
Meghalaya,East Jaintia Hills,Low Vision,6,15,14,10,24
Meghalaya,East Jaintia Hills,Low Vision,15,35,46,37,83
Meghalaya,East Jaintia Hills,Low Vision,35,60,29,29,58
Meghalaya,East Jaintia Hills,Low Vision,60,80,13,5,18
Meghalaya,East Jaintia Hills,Low Vision,80,100,1,0,1
Andhra Pradesh,East Godavari,Low Vision,0,6,5,1,6
Andhra Pradesh,East Godavari,Low Vision,6,15,29,27,56
Andhra Pradesh,East Godavari,Low Vision,15,35,126,72,198
Andhra Pradesh,East Godavari,Low Vision,35,60,349,158,507
Andhra Pradesh,East Godavari,Low Vision,60,80,147,53,200
Andhra Pradesh,East Godavari,Low Vision,80,100,3,6,9
Meghalaya,East Garo Hills,Low Vision,15,35,3,3,6
Meghalaya,East Garo Hills,Low Vision,35,60,1,2,3
Meghalaya,East Garo Hills,Low Vision,60,80,2,2,4
Delhi,East,Low Vision,0,6,1,3,4
Delhi,East,Low Vision,6,15,37,30,67
Delhi,East,Low Vision,15,35,52,38,90
Delhi,East,Low Vision,35,60,16,13,29
Delhi,East,Low Vision,60,80,6,3,9
Chhattisgarh,Durg,Low Vision,0,6,1,2,3
Chhattisgarh,Durg,Low Vision,6,15,17,17,34
Chhattisgarh,Durg,Low Vision,15,35,148,72,220
Chhattisgarh,Durg,Low Vision,35,60,92,29,121
Chhattisgarh,Durg,Low Vision,60,80,17,4,21
Chhattisgarh,Durg,Low Vision,80,100,2,1,3
Rajasthan,Dungarpur,Low Vision,0,6,1,1,2
Rajasthan,Dungarpur,Low Vision,6,15,6,11,17
Rajasthan,Dungarpur,Low Vision,15,35,31,23,54
Rajasthan,Dungarpur,Low Vision,35,60,21,11,32
Rajasthan,Dungarpur,Low Vision,60,80,9,5,14
Jharkhand,Dumka,Low Vision,0,6,4,4,8
Jharkhand,Dumka,Low Vision,6,15,58,38,96
Jharkhand,Dumka,Low Vision,15,35,144,100,244
Jharkhand,Dumka,Low Vision,35,60,136,109,245
Jharkhand,Dumka,Low Vision,60,80,22,13,35
Jharkhand,Dumka,Low Vision,80,100,1,0,1
Gujarat,Dohad,Low Vision,0,6,2,4,6
Gujarat,Dohad,Low Vision,6,15,141,131,272
Gujarat,Dohad,Low Vision,15,35,243,164,407
Gujarat,Dohad,Low Vision,35,60,111,40,151
Gujarat,Dohad,Low Vision,60,80,20,6,26
Jammu And Kashmir,Doda,Low Vision,0,6,9,14,23
Jammu And Kashmir,Doda,Low Vision,6,15,79,59,138
Jammu And Kashmir,Doda,Low Vision,15,35,264,163,427
Jammu And Kashmir,Doda,Low Vision,35,60,264,158,422
Jammu And Kashmir,Doda,Low Vision,60,80,79,42,121
Jammu And Kashmir,Doda,Low Vision,80,100,16,4,20
Dadra Nagar Haveli And Daman And Diu,Diu,Low Vision,6,15,1,6,7
Dadra Nagar Haveli And Daman And Diu,Diu,Low Vision,15,35,3,8,11
Dadra Nagar Haveli And Daman And Diu,Diu,Low Vision,35,60,2,5,7
Madhya Pradesh,Dindori,Low Vision,6,15,6,9,15
Madhya Pradesh,Dindori,Low Vision,15,35,50,25,75
Madhya Pradesh,Dindori,Low Vision,35,60,55,20,75
Madhya Pradesh,Dindori,Low Vision,60,80,6,4,10
Tamil Nadu,Dindigul,Low Vision,0,6,3,1,4
Tamil Nadu,Dindigul,Low Vision,6,15,28,35,63
Tamil Nadu,Dindigul,Low Vision,15,35,127,68,195
Tamil Nadu,Dindigul,Low Vision,35,60,115,87,202
Tamil Nadu,Dindigul,Low Vision,60,80,68,40,108
Tamil Nadu,Dindigul,Low Vision,80,100,7,1,8
Nagaland,Dimapur,Low Vision,15,35,1,2,3
Nagaland,Dimapur,Low Vision,35,60,1,0,1
Assam,Dima Hasao,Low Vision,6,15,1,0,1
Assam,Dima Hasao,Low Vision,15,35,5,7,12
Assam,Dima Hasao,Low Vision,35,60,3,3,6
Assam,Dima Hasao,Low Vision,60,80,0,1,1
Assam,Dibrugarh,Low Vision,6,15,3,5,8
Assam,Dibrugarh,Low Vision,15,35,18,11,29
Assam,Dibrugarh,Low Vision,35,60,19,4,23
Assam,Dibrugarh,Low Vision,60,80,4,1,5
Maharashtra,Dhule,Low Vision,0,6,9,4,13
Maharashtra,Dhule,Low Vision,6,15,100,74,174
Maharashtra,Dhule,Low Vision,15,35,455,166,621
Maharashtra,Dhule,Low Vision,35,60,540,242,782
Maharashtra,Dhule,Low Vision,60,80,180,77,257
Maharashtra,Dhule,Low Vision,80,100,5,2,7
Assam,Dhubri,Low Vision,0,6,5,2,7
Assam,Dhubri,Low Vision,6,15,19,16,35
Assam,Dhubri,Low Vision,15,35,72,50,122
Assam,Dhubri,Low Vision,35,60,77,48,125
Assam,Dhubri,Low Vision,60,80,22,4,26
Assam,Dhubri,Low Vision,80,100,1,0,1
Rajasthan,Dholpur,Low Vision,6,15,1,0,1
Rajasthan,Dholpur,Low Vision,15,35,14,5,19
Rajasthan,Dholpur,Low Vision,35,60,8,1,9
Odisha,Dhenkanal,Low Vision,0,6,1,2,3
Odisha,Dhenkanal,Low Vision,6,15,110,54,164
Odisha,Dhenkanal,Low Vision,15,35,218,118,336
Odisha,Dhenkanal,Low Vision,35,60,294,123,417
Odisha,Dhenkanal,Low Vision,60,80,88,22,110
Odisha,Dhenkanal,Low Vision,80,100,3,0,3
Assam,Dhemaji,Low Vision,0,6,1,0,1
Assam,Dhemaji,Low Vision,6,15,11,3,14
Assam,Dhemaji,Low Vision,15,35,20,20,40
Assam,Dhemaji,Low Vision,35,60,31,13,44
Assam,Dhemaji,Low Vision,60,80,10,7,17
Karnataka,Dharwad,Low Vision,0,6,6,6,12
Karnataka,Dharwad,Low Vision,6,15,92,62,154
Karnataka,Dharwad,Low Vision,15,35,296,237,533
Karnataka,Dharwad,Low Vision,35,60,531,395,926
Karnataka,Dharwad,Low Vision,60,80,128,46,174
Karnataka,Dharwad,Low Vision,80,100,9,1,10
Tamil Nadu,Dharmapuri,Low Vision,0,6,2,3,5
Tamil Nadu,Dharmapuri,Low Vision,6,15,18,12,30
Tamil Nadu,Dharmapuri,Low Vision,15,35,58,26,84
Tamil Nadu,Dharmapuri,Low Vision,35,60,94,55,149
Tamil Nadu,Dharmapuri,Low Vision,60,80,43,26,69
Tamil Nadu,Dharmapuri,Low Vision,80,100,2,2,4
Madhya Pradesh,Dhar,Low Vision,0,6,1,2,3
Madhya Pradesh,Dhar,Low Vision,6,15,31,11,42
Madhya Pradesh,Dhar,Low Vision,15,35,183,98,281
Madhya Pradesh,Dhar,Low Vision,35,60,157,77,234
Madhya Pradesh,Dhar,Low Vision,60,80,58,31,89
Madhya Pradesh,Dhar,Low Vision,80,100,4,2,6
Jharkhand,Dhanbad,Low Vision,6,15,3,4,7
Jharkhand,Dhanbad,Low Vision,15,35,68,27,95
Jharkhand,Dhanbad,Low Vision,35,60,46,27,73
Jharkhand,Dhanbad,Low Vision,60,80,8,3,11
Jharkhand,Dhanbad,Low Vision,80,100,1,0,1
Chhattisgarh,Dhamtari,Low Vision,0,6,1,0,1
Chhattisgarh,Dhamtari,Low Vision,6,15,9,11,20
Chhattisgarh,Dhamtari,Low Vision,15,35,53,21,74
Chhattisgarh,Dhamtari,Low Vision,35,60,24,16,40
Chhattisgarh,Dhamtari,Low Vision,60,80,9,5,14
Chhattisgarh,Dhamtari,Low Vision,80,100,2,0,2
Tripura,Dhalai,Low Vision,6,15,1,0,1
Tripura,Dhalai,Low Vision,15,35,6,3,9
Tripura,Dhalai,Low Vision,35,60,5,3,8
Tripura,Dhalai,Low Vision,60,80,5,4,9
Tripura,Dhalai,Low Vision,80,100,2,0,2
Madhya Pradesh,Dewas,Low Vision,0,6,1,1,2
Madhya Pradesh,Dewas,Low Vision,6,15,21,14,35
Madhya Pradesh,Dewas,Low Vision,15,35,213,90,303
Madhya Pradesh,Dewas,Low Vision,35,60,186,91,277
Madhya Pradesh,Dewas,Low Vision,60,80,95,28,123
Madhya Pradesh,Dewas,Low Vision,80,100,5,2,7
Gujarat,Devbhumi Dwarka,Low Vision,6,15,1,0,1
Gujarat,Devbhumi Dwarka,Low Vision,15,35,3,2,5
Gujarat,Devbhumi Dwarka,Low Vision,35,60,1,0,1
Uttar Pradesh,Deoria,Low Vision,0,6,3,1,4
Uttar Pradesh,Deoria,Low Vision,6,15,43,28,71
Uttar Pradesh,Deoria,Low Vision,15,35,444,218,662
Uttar Pradesh,Deoria,Low Vision,35,60,275,127,402
Uttar Pradesh,Deoria,Low Vision,60,80,53,14,67
Uttar Pradesh,Deoria,Low Vision,80,100,5,0,5
Jharkhand,Deoghar,Low Vision,0,6,2,0,2
Jharkhand,Deoghar,Low Vision,6,15,13,9,22
Jharkhand,Deoghar,Low Vision,15,35,57,30,87
Jharkhand,Deoghar,Low Vision,35,60,48,13,61
Jharkhand,Deoghar,Low Vision,60,80,19,9,28
Jharkhand,Deoghar,Low Vision,80,100,1,0,1
Odisha,Deogarh,Low Vision,6,15,17,11,28
Odisha,Deogarh,Low Vision,15,35,44,15,59
Odisha,Deogarh,Low Vision,35,60,47,33,80
Odisha,Deogarh,Low Vision,60,80,19,8,27
Odisha,Deogarh,Low Vision,80,100,1,1,2
Uttarakhand,Dehradun,Low Vision,0,6,4,1,5
Uttarakhand,Dehradun,Low Vision,6,15,9,7,16
Uttarakhand,Dehradun,Low Vision,15,35,36,27,63
Uttarakhand,Dehradun,Low Vision,35,60,35,9,44
Uttarakhand,Dehradun,Low Vision,60,80,3,1,4
Karnataka,Davangere,Low Vision,0,6,6,2,8
Karnataka,Davangere,Low Vision,6,15,41,37,78
Karnataka,Davangere,Low Vision,15,35,132,91,223
Karnataka,Davangere,Low Vision,35,60,157,93,250
Karnataka,Davangere,Low Vision,60,80,26,6,32
Karnataka,Davangere,Low Vision,80,100,0,1,1
Rajasthan,Dausa,Low Vision,0,6,2,1,3
Rajasthan,Dausa,Low Vision,6,15,19,11,30
Rajasthan,Dausa,Low Vision,15,35,184,94,278
Rajasthan,Dausa,Low Vision,35,60,134,58,192
Rajasthan,Dausa,Low Vision,60,80,27,10,37
Rajasthan,Dausa,Low Vision,80,100,2,1,3
Madhya Pradesh,Datia,Low Vision,0,6,1,1,2
Madhya Pradesh,Datia,Low Vision,6,15,28,24,52
Madhya Pradesh,Datia,Low Vision,15,35,99,56,155
Madhya Pradesh,Datia,Low Vision,35,60,128,56,184
Madhya Pradesh,Datia,Low Vision,60,80,53,24,77
Madhya Pradesh,Datia,Low Vision,80,100,3,1,4
Assam,Darrang,Low Vision,0,6,2,1,3
Assam,Darrang,Low Vision,6,15,17,12,29
Assam,Darrang,Low Vision,15,35,77,40,117
Assam,Darrang,Low Vision,35,60,76,42,118
Assam,Darrang,Low Vision,60,80,25,11,36
Assam,Darrang,Low Vision,80,100,3,1,4
Bihar,Darbhanga,Low Vision,0,6,0,2,2
Bihar,Darbhanga,Low Vision,6,15,29,20,49
Bihar,Darbhanga,Low Vision,15,35,167,67,234
Bihar,Darbhanga,Low Vision,35,60,119,53,172
Bihar,Darbhanga,Low Vision,60,80,44,21,65
Bihar,Darbhanga,Low Vision,80,100,1,0,1
Chhattisgarh,Dantewada,Low Vision,0,6,1,2,3
Chhattisgarh,Dantewada,Low Vision,6,15,10,10,20
Chhattisgarh,Dantewada,Low Vision,15,35,57,25,82
Chhattisgarh,Dantewada,Low Vision,35,60,24,22,46
Chhattisgarh,Dantewada,Low Vision,60,80,12,14,26
Gujarat,Dang,Low Vision,0,6,1,0,1
Gujarat,Dang,Low Vision,6,15,13,7,20
Gujarat,Dang,Low Vision,15,35,14,11,25
Gujarat,Dang,Low Vision,35,60,4,1,5
Gujarat,Dang,Low Vision,60,80,2,0,2
Madhya Pradesh,Damoh,Low Vision,0,6,1,0,1
Madhya Pradesh,Damoh,Low Vision,6,15,9,16,25
Madhya Pradesh,Damoh,Low Vision,15,35,167,97,264
Madhya Pradesh,Damoh,Low Vision,35,60,170,66,236
Madhya Pradesh,Damoh,Low Vision,60,80,45,23,68
Madhya Pradesh,Damoh,Low Vision,80,100,3,1,4
Dadra Nagar Haveli And Daman And Diu,Daman,Low Vision,6,15,1,0,1
Dadra Nagar Haveli And Daman And Diu,Daman,Low Vision,15,35,2,5,7
Dadra Nagar Haveli And Daman And Diu,Daman,Low Vision,35,60,1,0,1
Dadra Nagar Haveli And Daman And Diu,Daman,Low Vision,60,80,1,0,1
Karnataka,Dakshina Kannada,Low Vision,0,6,0,1,1
Karnataka,Dakshina Kannada,Low Vision,6,15,53,39,92
Karnataka,Dakshina Kannada,Low Vision,15,35,160,93,253
Karnataka,Dakshina Kannada,Low Vision,35,60,229,123,352
Karnataka,Dakshina Kannada,Low Vision,60,80,102,51,153
Karnataka,Dakshina Kannada,Low Vision,80,100,7,2,9
Dadra Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Low Vision,0,6,0,1,1
Dadra Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Low Vision,6,15,10,11,21
Dadra Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Low Vision,15,35,14,4,18
Dadra Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Low Vision,35,60,8,1,9
Dadra Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,Low Vision,60,80,1,0,1
Odisha,Cuttack,Low Vision,0,6,11,2,13
Odisha,Cuttack,Low Vision,6,15,113,65,178
Odisha,Cuttack,Low Vision,15,35,242,134,376
Odisha,Cuttack,Low Vision,35,60,248,119,367
Odisha,Cuttack,Low Vision,60,80,51,28,79
Odisha,Cuttack,Low Vision,80,100,3,1,4
Tamil Nadu,Cuddalore,Low Vision,0,6,0,2,2
Tamil Nadu,Cuddalore,Low Vision,6,15,24,21,45
Tamil Nadu,Cuddalore,Low Vision,15,35,78,57,135
Tamil Nadu,Cuddalore,Low Vision,35,60,116,88,204
Tamil Nadu,Cuddalore,Low Vision,60,80,65,35,100
Tamil Nadu,Cuddalore,Low Vision,80,100,3,4,7
Tamil Nadu,Coimbatore,Low Vision,0,6,1,4,5
Tamil Nadu,Coimbatore,Low Vision,6,15,32,14,46
Tamil Nadu,Coimbatore,Low Vision,15,35,53,31,84
Tamil Nadu,Coimbatore,Low Vision,35,60,57,40,97
Tamil Nadu,Coimbatore,Low Vision,60,80,21,10,31
Tamil Nadu,Coimbatore,Low Vision,80,100,1,0,1
Rajasthan,Churu,Low Vision,0,6,0,1,1
Rajasthan,Churu,Low Vision,6,15,8,3,11
Rajasthan,Churu,Low Vision,15,35,60,17,77
Rajasthan,Churu,Low Vision,35,60,34,12,46
Rajasthan,Churu,Low Vision,60,80,5,0,5
Rajasthan,Churu,Low Vision,80,100,1,0,1
Manipur,Churachandpur,Low Vision,6,15,2,5,7
Manipur,Churachandpur,Low Vision,15,35,6,3,9
Manipur,Churachandpur,Low Vision,35,60,2,0,2
Manipur,Churachandpur,Low Vision,60,80,2,0,2
Manipur,Churachandpur,Low Vision,80,100,0,1,1
Rajasthan,Chittorgarh,Low Vision,6,15,5,0,5
Rajasthan,Chittorgarh,Low Vision,15,35,27,14,41
Rajasthan,Chittorgarh,Low Vision,35,60,35,11,46
Rajasthan,Chittorgarh,Low Vision,60,80,10,7,17
Rajasthan,Chittorgarh,Low Vision,80,100,1,0,1
Andhra Pradesh,Chittoor,Low Vision,6,15,69,47,116
Andhra Pradesh,Chittoor,Low Vision,15,35,439,321,760
Andhra Pradesh,Chittoor,Low Vision,35,60,980,607,1587
Andhra Pradesh,Chittoor,Low Vision,60,80,682,395,1077
Andhra Pradesh,Chittoor,Low Vision,80,100,148,97,245
Uttar Pradesh,Chitrakoot,Low Vision,0,6,2,0,2
Uttar Pradesh,Chitrakoot,Low Vision,6,15,31,23,54
Uttar Pradesh,Chitrakoot,Low Vision,15,35,199,79,278
Uttar Pradesh,Chitrakoot,Low Vision,35,60,142,60,202
